ID;Year;Which contest;Edition;Jury or televoting;From;To;Points;Is duplicate
40251;2017;f;2017f;T;Denmark;Israel;0;0
40252;2017;f;2017f;T;Denmark;Italy;0;0
40253;2017;f;2017f;T;Denmark;Moldova;8;0
40254;2017;f;2017f;T;Denmark;Norway;7;0
40255;2017;f;2017f;T;Denmark;Poland;0;0
40256;2017;f;2017f;T;Denmark;Portugal;5;0
40257;2017;f;2017f;T;Denmark;Romania;4;0
40258;2017;f;2017f;T;Denmark;Spain;0;0
40259;2017;f;2017f;T;Denmark;Sweden;12;0
40260;2017;f;2017f;T;Denmark;Netherlands;1;0
40261;2017;f;2017f;T;Denmark;Ukraine;0;0
40262;2017;f;2017f;T;Denmark;United Kingdom;0;0
40263;2017;f;2017f;T;Estonia;Armenia;0;0
40264;2017;f;2017f;T;Estonia;Australia;0;0
40265;2017;f;2017f;T;Estonia;Austria;0;0
40266;2017;f;2017f;T;Estonia;Azerbaijan;0;0
40267;2017;f;2017f;T;Estonia;Belarus;2;0
40268;2017;f;2017f;T;Estonia;Belgium;12;0
40269;2017;f;2017f;T;Estonia;Bulgaria;7;0
40270;2017;f;2017f;T;Estonia;Croatia;0;0
40271;2017;f;2017f;T;Estonia;Cyprus;0;0
40272;2017;f;2017f;T;Estonia;Denmark;0;0
40273;2017;f;2017f;T;Estonia;France;1;0
40274;2017;f;2017f;T;Estonia;Germany;0;0
40275;2017;f;2017f;T;Estonia;Greece;0;0
40276;2017;f;2017f;T;Estonia;Hungary;8;0
40277;2017;f;2017f;T;Estonia;Israel;0;0
40278;2017;f;2017f;T;Estonia;Italy;5;0
40279;2017;f;2017f;T;Estonia;Moldova;4;0
40280;2017;f;2017f;T;Estonia;Norway;0;0
40281;2017;f;2017f;T;Estonia;Poland;0;0
40282;2017;f;2017f;T;Estonia;Portugal;10;0
40283;2017;f;2017f;T;Estonia;Romania;6;0
40284;2017;f;2017f;T;Estonia;Spain;0;0
40285;2017;f;2017f;T;Estonia;Sweden;3;0
40286;2017;f;2017f;T;Estonia;Netherlands;0;0
40287;2017;f;2017f;T;Estonia;Ukraine;0;0
40288;2017;f;2017f;T;Estonia;United Kingdom;0;0
40289;2017;f;2017f;T;Macedonia;Armenia;0;0
40290;2017;f;2017f;T;Macedonia;Australia;0;0
40291;2017;f;2017f;T;Macedonia;Austria;0;0
40292;2017;f;2017f;T;Macedonia;Azerbaijan;0;0
40293;2017;f;2017f;T;Macedonia;Belarus;0;0
40294;2017;f;2017f;T;Macedonia;Belgium;4;0
40295;2017;f;2017f;T;Macedonia;Bulgaria;12;0
40296;2017;f;2017f;T;Macedonia;Croatia;10;0
40297;2017;f;2017f;T;Macedonia;Cyprus;0;0
40298;2017;f;2017f;T;Macedonia;Denmark;0;0
40299;2017;f;2017f;T;Macedonia;France;6;0
40300;2017;f;2017f;T;Macedonia;Germany;0;0
40301;2017;f;2017f;T;Macedonia;Greece;0;0
40302;2017;f;2017f;T;Macedonia;Hungary;3;0
40303;2017;f;2017f;T;Macedonia;Israel;1;0
40304;2017;f;2017f;T;Macedonia;Italy;8;0
40305;2017;f;2017f;T;Macedonia;Moldova;2;0
40306;2017;f;2017f;T;Macedonia;Norway;0;0
40307;2017;f;2017f;T;Macedonia;Poland;0;0
40308;2017;f;2017f;T;Macedonia;Portugal;7;0
40309;2017;f;2017f;T;Macedonia;Romania;0;0
40310;2017;f;2017f;T;Macedonia;Spain;0;0
40311;2017;f;2017f;T;Macedonia;Sweden;5;0
40312;2017;f;2017f;T;Macedonia;Netherlands;0;0
40313;2017;f;2017f;T;Macedonia;Ukraine;0;0
40314;2017;f;2017f;T;Macedonia;United Kingdom;0;0
40315;2017;f;2017f;T;Finland;Armenia;0;0
40316;2017;f;2017f;T;Finland;Australia;0;0
40317;2017;f;2017f;T;Finland;Austria;0;0
40318;2017;f;2017f;T;Finland;Azerbaijan;0;0
40319;2017;f;2017f;T;Finland;Belarus;0;0
40320;2017;f;2017f;T;Finland;Belgium;10;0
40321;2017;f;2017f;T;Finland;Bulgaria;7;0
40322;2017;f;2017f;T;Finland;Croatia;0;0
40323;2017;f;2017f;T;Finland;Cyprus;0;0
40324;2017;f;2017f;T;Finland;Denmark;0;0
40325;2017;f;2017f;T;Finland;France;1;0
40326;2017;f;2017f;T;Finland;Germany;0;0
40327;2017;f;2017f;T;Finland;Greece;0;0
40328;2017;f;2017f;T;Finland;Hungary;4;0
40329;2017;f;2017f;T;Finland;Israel;0;0
40330;2017;f;2017f;T;Finland;Italy;8;0
40331;2017;f;2017f;T;Finland;Moldova;5;0
40332;2017;f;2017f;T;Finland;Norway;2;0
40333;2017;f;2017f;T;Finland;Poland;0;0
40334;2017;f;2017f;T;Finland;Portugal;12;0
40335;2017;f;2017f;T;Finland;Romania;3;0
40336;2017;f;2017f;T;Finland;Spain;0;0
40337;2017;f;2017f;T;Finland;Sweden;6;0
40338;2017;f;2017f;T;Finland;Netherlands;0;0
40339;2017;f;2017f;T;Finland;Ukraine;0;0
40340;2017;f;2017f;T;Finland;United Kingdom;0;0
40341;2017;f;2017f;T;France;Armenia;6;0
40342;2017;f;2017f;T;France;Australia;0;0
40343;2017;f;2017f;T;France;Austria;0;0
40344;2017;f;2017f;T;France;Azerbaijan;0;0
40345;2017;f;2017f;T;France;Belarus;0;0
40346;2017;f;2017f;T;France;Belgium;8;0
40347;2017;f;2017f;T;France;Bulgaria;4;0
40348;2017;f;2017f;T;France;Croatia;0;0
40349;2017;f;2017f;T;France;Cyprus;0;0
40350;2017;f;2017f;T;France;Denmark;0;0
40351;2017;f;2017f;T;France;France;0;1
40352;2017;f;2017f;T;France;Germany;0;0
40353;2017;f;2017f;T;France;Greece;0;0
40354;2017;f;2017f;T;France;Hungary;2;0
40355;2017;f;2017f;T;France;Israel;3;0
40356;2017;f;2017f;T;France;Italy;5;0
40357;2017;f;2017f;T;France;Moldova;7;0
40358;2017;f;2017f;T;France;Norway;0;0
40359;2017;f;2017f;T;France;Poland;1;0
40360;2017;f;2017f;T;France;Portugal;12;0
40361;2017;f;2017f;T;France;Romania;10;0
40362;2017;f;2017f;T;France;Spain;0;0
40363;2017;f;2017f;T;France;Sweden;0;0
40364;2017;f;2017f;T;France;Netherlands;0;0
40365;2017;f;2017f;T;France;Ukraine;0;0
40366;2017;f;2017f;T;France;United Kingdom;0;0
40367;2017;f;2017f;T;Georgia;Armenia;10;0
40368;2017;f;2017f;T;Georgia;Australia;0;0
40369;2017;f;2017f;T;Georgia;Austria;0;0
40370;2017;f;2017f;T;Georgia;Azerbaijan;12;0
40371;2017;f;2017f;T;Georgia;Belarus;6;0
40372;2017;f;2017f;T;Georgia;Belgium;0;0
40373;2017;f;2017f;T;Georgia;Bulgaria;7;0
40374;2017;f;2017f;T;Georgia;Croatia;0;0
40375;2017;f;2017f;T;Georgia;Cyprus;2;0
40376;2017;f;2017f;T;Georgia;Denmark;0;0
40377;2017;f;2017f;T;Georgia;France;3;0
40378;2017;f;2017f;T;Georgia;Germany;0;0
40379;2017;f;2017f;T;Georgia;Greece;0;0
40380;2017;f;2017f;T;Georgia;Hungary;0;0
40381;2017;f;2017f;T;Georgia;Israel;0;0
40382;2017;f;2017f;T;Georgia;Italy;5;0
40383;2017;f;2017f;T;Georgia;Moldova;0;0
40384;2017;f;2017f;T;Georgia;Norway;0;0
40385;2017;f;2017f;T;Georgia;Poland;0;0
40386;2017;f;2017f;T;Georgia;Portugal;8;0
40387;2017;f;2017f;T;Georgia;Romania;0;0
40388;2017;f;2017f;T;Georgia;Spain;0;0
40389;2017;f;2017f;T;Georgia;Sweden;1;0
40390;2017;f;2017f;T;Georgia;Netherlands;0;0
40391;2017;f;2017f;T;Georgia;Ukraine;4;0
40392;2017;f;2017f;T;Georgia;United Kingdom;0;0
40393;2017;f;2017f;T;Germany;Armenia;0;0
40394;2017;f;2017f;T;Germany;Australia;0;0
40395;2017;f;2017f;T;Germany;Austria;0;0
40396;2017;f;2017f;T;Germany;Azerbaijan;0;0
40397;2017;f;2017f;T;Germany;Belarus;0;0
40398;2017;f;2017f;T;Germany;Belgium;10;0
40399;2017;f;2017f;T;Germany;Bulgaria;5;0
40400;2017;f;2017f;T;Germany;Croatia;8;0
40401;2017;f;2017f;T;Germany;Cyprus;0;0
40402;2017;f;2017f;T;Germany;Denmark;0;0
40403;2017;f;2017f;T;Germany;France;0;0
40404;2017;f;2017f;T;Germany;Germany;0;1
40405;2017;f;2017f;T;Germany;Greece;0;0
40406;2017;f;2017f;T;Germany;Hungary;3;0
40407;2017;f;2017f;T;Germany;Israel;0;0
40408;2017;f;2017f;T;Germany;Italy;4;0
40409;2017;f;2017f;T;Germany;Moldova;7;0
40410;2017;f;2017f;T;Germany;Norway;0;0
40411;2017;f;2017f;T;Germany;Poland;2;0
40412;2017;f;2017f;T;Germany;Portugal;12;0
40413;2017;f;2017f;T;Germany;Romania;6;0
40414;2017;f;2017f;T;Germany;Spain;0;0
40415;2017;f;2017f;T;Germany;Sweden;0;0
40416;2017;f;2017f;T;Germany;Netherlands;1;0
40417;2017;f;2017f;T;Germany;Ukraine;0;0
40418;2017;f;2017f;T;Germany;United Kingdom;0;0
40419;2017;f;2017f;T;Greece;Armenia;2;0
40420;2017;f;2017f;T;Greece;Australia;0;0
40421;2017;f;2017f;T;Greece;Austria;0;0
40422;2017;f;2017f;T;Greece;Azerbaijan;0;0
40423;2017;f;2017f;T;Greece;Belarus;0;0
40424;2017;f;2017f;T;Greece;Belgium;5;0
40425;2017;f;2017f;T;Greece;Bulgaria;10;0
40426;2017;f;2017f;T;Greece;Croatia;0;0
40427;2017;f;2017f;T;Greece;Cyprus;12;0
40428;2017;f;2017f;T;Greece;Denmark;0;0
40429;2017;f;2017f;T;Greece;France;4;0
40430;2017;f;2017f;T;Greece;Germany;0;0
40431;2017;f;2017f;T;Greece;Greece;0;1
40432;2017;f;2017f;T;Greece;Hungary;0;0
40433;2017;f;2017f;T;Greece;Israel;0;0
40434;2017;f;2017f;T;Greece;Italy;7;0
40435;2017;f;2017f;T;Greece;Moldova;6;0
40436;2017;f;2017f;T;Greece;Norway;0;0
40437;2017;f;2017f;T;Greece;Poland;0;0
40438;2017;f;2017f;T;Greece;Portugal;8;0
40439;2017;f;2017f;T;Greece;Romania;1;0
40440;2017;f;2017f;T;Greece;Spain;0;0
40441;2017;f;2017f;T;Greece;Sweden;3;0
40442;2017;f;2017f;T;Greece;Netherlands;0;0
40443;2017;f;2017f;T;Greece;Ukraine;0;0
40444;2017;f;2017f;T;Greece;United Kingdom;0;0
40445;2017;f;2017f;T;Hungary;Armenia;0;0
40446;2017;f;2017f;T;Hungary;Australia;0;0
40447;2017;f;2017f;T;Hungary;Austria;0;0
40448;2017;f;2017f;T;Hungary;Azerbaijan;0;0
40449;2017;f;2017f;T;Hungary;Belarus;0;0
40450;2017;f;2017f;T;Hungary;Belgium;8;0
40451;2017;f;2017f;T;Hungary;Bulgaria;12;0
40452;2017;f;2017f;T;Hungary;Croatia;5;0
40453;2017;f;2017f;T;Hungary;Cyprus;2;0
40454;2017;f;2017f;T;Hungary;Denmark;0;0
40455;2017;f;2017f;T;Hungary;France;1;0
40456;2017;f;2017f;T;Hungary;Germany;0;0
40457;2017;f;2017f;T;Hungary;Greece;0;0
40458;2017;f;2017f;T;Hungary;Hungary;0;1
40459;2017;f;2017f;T;Hungary;Israel;0;0
40460;2017;f;2017f;T;Hungary;Italy;4;0
40461;2017;f;2017f;T;Hungary;Moldova;10;0
40462;2017;f;2017f;T;Hungary;Norway;0;0
40463;2017;f;2017f;T;Hungary;Poland;0;0
40464;2017;f;2017f;T;Hungary;Portugal;7;0
40465;2017;f;2017f;T;Hungary;Romania;6;0
40466;2017;f;2017f;T;Hungary;Spain;0;0
40467;2017;f;2017f;T;Hungary;Sweden;3;0
40468;2017;f;2017f;T;Hungary;Netherlands;0;0
40469;2017;f;2017f;T;Hungary;Ukraine;0;0
40470;2017;f;2017f;T;Hungary;United Kingdom;0;0
40471;2017;f;2017f;T;Iceland;Armenia;0;0
40472;2017;f;2017f;T;Iceland;Australia;0;0
40473;2017;f;2017f;T;Iceland;Austria;0;0
40474;2017;f;2017f;T;Iceland;Azerbaijan;0;0
40475;2017;f;2017f;T;Iceland;Belarus;0;0
40476;2017;f;2017f;T;Iceland;Belgium;10;0
40477;2017;f;2017f;T;Iceland;Bulgaria;4;0
40478;2017;f;2017f;T;Iceland;Croatia;0;0
40479;2017;f;2017f;T;Iceland;Cyprus;0;0
40480;2017;f;2017f;T;Iceland;Denmark;0;0
40481;2017;f;2017f;T;Iceland;France;0;0
40482;2017;f;2017f;T;Iceland;Germany;0;0
40483;2017;f;2017f;T;Iceland;Greece;0;0
40484;2017;f;2017f;T;Iceland;Hungary;2;0
40485;2017;f;2017f;T;Iceland;Israel;0;0
40486;2017;f;2017f;T;Iceland;Italy;7;0
40487;2017;f;2017f;T;Iceland;Moldova;6;0
40488;2017;f;2017f;T;Iceland;Norway;1;0
40489;2017;f;2017f;T;Iceland;Poland;3;0
40490;2017;f;2017f;T;Iceland;Portugal;12;0
40491;2017;f;2017f;T;Iceland;Romania;5;0
40492;2017;f;2017f;T;Iceland;Spain;0;0
40493;2017;f;2017f;T;Iceland;Sweden;8;0
40494;2017;f;2017f;T;Iceland;Netherlands;0;0
40495;2017;f;2017f;T;Iceland;Ukraine;0;0
40496;2017;f;2017f;T;Iceland;United Kingdom;0;0
40497;2017;f;2017f;T;Ireland;Armenia;0;0
40498;2017;f;2017f;T;Ireland;Australia;0;0
40499;2017;f;2017f;T;Ireland;Austria;0;0
40500;2017;f;2017f;T;Ireland;Azerbaijan;0;0
40501;2017;f;2017f;T;Ireland;Belarus;0;0
40502;2017;f;2017f;T;Ireland;Belgium;5;0
40503;2017;f;2017f;T;Ireland;Bulgaria;6;0
40504;2017;f;2017f;T;Ireland;Croatia;3;0
40505;2017;f;2017f;T;Ireland;Cyprus;0;0
40506;2017;f;2017f;T;Ireland;Denmark;0;0
40507;2017;f;2017f;T;Ireland;France;0;0
40508;2017;f;2017f;T;Ireland;Germany;0;0
40509;2017;f;2017f;T;Ireland;Greece;0;0
40510;2017;f;2017f;T;Ireland;Hungary;2;0
40511;2017;f;2017f;T;Ireland;Israel;0;0
40512;2017;f;2017f;T;Ireland;Italy;1;0
40513;2017;f;2017f;T;Ireland;Moldova;8;0
40514;2017;f;2017f;T;Ireland;Norway;0;0
40515;2017;f;2017f;T;Ireland;Poland;7;0
40516;2017;f;2017f;T;Ireland;Portugal;10;0
40517;2017;f;2017f;T;Ireland;Romania;12;0
40518;2017;f;2017f;T;Ireland;Spain;0;0
40519;2017;f;2017f;T;Ireland;Sweden;0;0
40520;2017;f;2017f;T;Ireland;Netherlands;0;0
40521;2017;f;2017f;T;Ireland;Ukraine;0;0
40522;2017;f;2017f;T;Ireland;United Kingdom;4;0
40523;2017;f;2017f;T;Israel;Armenia;0;0
40524;2017;f;2017f;T;Israel;Australia;0;0
40525;2017;f;2017f;T;Israel;Austria;0;0
40526;2017;f;2017f;T;Israel;Azerbaijan;0;0
40527;2017;f;2017f;T;Israel;Belarus;2;0
40528;2017;f;2017f;T;Israel;Belgium;6;0
40529;2017;f;2017f;T;Israel;Bulgaria;10;0
40530;2017;f;2017f;T;Israel;Croatia;0;0
40531;2017;f;2017f;T;Israel;Cyprus;0;0
40532;2017;f;2017f;T;Israel;Denmark;0;0
40533;2017;f;2017f;T;Israel;France;4;0
40534;2017;f;2017f;T;Israel;Germany;0;0
40535;2017;f;2017f;T;Israel;Greece;0;0
40536;2017;f;2017f;T;Israel;Hungary;1;0
40537;2017;f;2017f;T;Israel;Israel;0;1
40538;2017;f;2017f;T;Israel;Italy;8;0
40539;2017;f;2017f;T;Israel;Moldova;5;0
40540;2017;f;2017f;T;Israel;Norway;0;0
40541;2017;f;2017f;T;Israel;Poland;0;0
40542;2017;f;2017f;T;Israel;Portugal;12;0
40543;2017;f;2017f;T;Israel;Romania;7;0
40544;2017;f;2017f;T;Israel;Spain;0;0
40545;2017;f;2017f;T;Israel;Sweden;3;0
40546;2017;f;2017f;T;Israel;Netherlands;0;0
40547;2017;f;2017f;T;Israel;Ukraine;0;0
40548;2017;f;2017f;T;Israel;United Kingdom;0;0
40549;2017;f;2017f;T;Italy;Armenia;0;0
40550;2017;f;2017f;T;Italy;Australia;0;0
40551;2017;f;2017f;T;Italy;Austria;0;0
40552;2017;f;2017f;T;Italy;Azerbaijan;0;0
40553;2017;f;2017f;T;Italy;Belarus;0;0
40554;2017;f;2017f;T;Italy;Belgium;2;0
40555;2017;f;2017f;T;Italy;Bulgaria;8;0
40556;2017;f;2017f;T;Italy;Croatia;6;0
40557;2017;f;2017f;T;Italy;Cyprus;0;0
40558;2017;f;2017f;T;Italy;Denmark;0;0
40559;2017;f;2017f;T;Italy;France;1;0
40560;2017;f;2017f;T;Italy;Germany;0;0
40561;2017;f;2017f;T;Italy;Greece;0;0
40562;2017;f;2017f;T;Italy;Hungary;4;0
40563;2017;f;2017f;T;Italy;Israel;0;0
40564;2017;f;2017f;T;Italy;Italy;0;1
40565;2017;f;2017f;T;Italy;Moldova;12;0
40566;2017;f;2017f;T;Italy;Norway;0;0
40567;2017;f;2017f;T;Italy;Poland;3;0
40568;2017;f;2017f;T;Italy;Portugal;5;0
40569;2017;f;2017f;T;Italy;Romania;10;0
40570;2017;f;2017f;T;Italy;Spain;0;0
40571;2017;f;2017f;T;Italy;Sweden;0;0
40572;2017;f;2017f;T;Italy;Netherlands;0;0
40573;2017;f;2017f;T;Italy;Ukraine;7;0
40574;2017;f;2017f;T;Italy;United Kingdom;0;0
40575;2017;f;2017f;T;Latvia;Armenia;0;0
40576;2017;f;2017f;T;Latvia;Australia;0;0
40577;2017;f;2017f;T;Latvia;Austria;0;0
40578;2017;f;2017f;T;Latvia;Azerbaijan;0;0
40579;2017;f;2017f;T;Latvia;Belarus;6;0
40580;2017;f;2017f;T;Latvia;Belgium;12;0
40581;2017;f;2017f;T;Latvia;Bulgaria;7;0
40582;2017;f;2017f;T;Latvia;Croatia;0;0
40583;2017;f;2017f;T;Latvia;Cyprus;0;0
40584;2017;f;2017f;T;Latvia;Denmark;0;0
40585;2017;f;2017f;T;Latvia;France;0;0
40586;2017;f;2017f;T;Latvia;Germany;0;0
40587;2017;f;2017f;T;Latvia;Greece;0;0
40588;2017;f;2017f;T;Latvia;Hungary;2;0
40589;2017;f;2017f;T;Latvia;Israel;0;0
40590;2017;f;2017f;T;Latvia;Italy;3;0
40591;2017;f;2017f;T;Latvia;Moldova;8;0
40592;2017;f;2017f;T;Latvia;Norway;1;0
40593;2017;f;2017f;T;Latvia;Poland;0;0
40594;2017;f;2017f;T;Latvia;Portugal;10;0
40595;2017;f;2017f;T;Latvia;Romania;5;0
40596;2017;f;2017f;T;Latvia;Spain;0;0
40597;2017;f;2017f;T;Latvia;Sweden;4;0
40598;2017;f;2017f;T;Latvia;Netherlands;0;0
40599;2017;f;2017f;T;Latvia;Ukraine;0;0
40600;2017;f;2017f;T;Latvia;United Kingdom;0;0
40601;2017;f;2017f;T;Lithuania;Armenia;0;0
40602;2017;f;2017f;T;Lithuania;Australia;0;0
40603;2017;f;2017f;T;Lithuania;Austria;0;0
40604;2017;f;2017f;T;Lithuania;Azerbaijan;0;0
40605;2017;f;2017f;T;Lithuania;Belarus;1;0
40606;2017;f;2017f;T;Lithuania;Belgium;10;0
40607;2017;f;2017f;T;Lithuania;Bulgaria;7;0
40608;2017;f;2017f;T;Lithuania;Croatia;0;0
40609;2017;f;2017f;T;Lithuania;Cyprus;0;0
40610;2017;f;2017f;T;Lithuania;Denmark;0;0
40611;2017;f;2017f;T;Lithuania;France;0;0
40612;2017;f;2017f;T;Lithuania;Germany;0;0
40613;2017;f;2017f;T;Lithuania;Greece;0;0
40614;2017;f;2017f;T;Lithuania;Hungary;2;0
40615;2017;f;2017f;T;Lithuania;Israel;0;0
40616;2017;f;2017f;T;Lithuania;Italy;5;0
40617;2017;f;2017f;T;Lithuania;Moldova;8;0
40618;2017;f;2017f;T;Lithuania;Norway;6;0
40619;2017;f;2017f;T;Lithuania;Poland;0;0
40620;2017;f;2017f;T;Lithuania;Portugal;12;0
40621;2017;f;2017f;T;Lithuania;Romania;4;0
40622;2017;f;2017f;T;Lithuania;Spain;0;0
40623;2017;f;2017f;T;Lithuania;Sweden;3;0
40624;2017;f;2017f;T;Lithuania;Netherlands;0;0
40625;2017;f;2017f;T;Lithuania;Ukraine;0;0
40626;2017;f;2017f;T;Lithuania;United Kingdom;0;0
40627;2017;f;2017f;T;Malta;Armenia;0;0
40628;2017;f;2017f;T;Malta;Australia;0;0
40629;2017;f;2017f;T;Malta;Austria;0;0
40630;2017;f;2017f;T;Malta;Azerbaijan;0;0
40631;2017;f;2017f;T;Malta;Belarus;0;0
40632;2017;f;2017f;T;Malta;Belgium;5;0
40633;2017;f;2017f;T;Malta;Bulgaria;10;0
40634;2017;f;2017f;T;Malta;Croatia;3;0
40635;2017;f;2017f;T;Malta;Cyprus;0;0
40636;2017;f;2017f;T;Malta;Denmark;0;0
40637;2017;f;2017f;T;Malta;France;0;0
40638;2017;f;2017f;T;Malta;Germany;0;0
40639;2017;f;2017f;T;Malta;Greece;0;0
40640;2017;f;2017f;T;Malta;Hungary;2;0
40641;2017;f;2017f;T;Malta;Israel;0;0
40642;2017;f;2017f;T;Malta;Italy;12;0
40643;2017;f;2017f;T;Malta;Moldova;1;0
40644;2017;f;2017f;T;Malta;Norway;0;0
40645;2017;f;2017f;T;Malta;Poland;0;0
40646;2017;f;2017f;T;Malta;Portugal;8;0
40647;2017;f;2017f;T;Malta;Romania;6;0
40648;2017;f;2017f;T;Malta;Spain;0;0
40649;2017;f;2017f;T;Malta;Sweden;7;0
40650;2017;f;2017f;T;Malta;Netherlands;0;0
40651;2017;f;2017f;T;Malta;Ukraine;0;0
40652;2017;f;2017f;T;Malta;United Kingdom;4;0
40653;2017;f;2017f;T;Moldova;Armenia;0;0
40654;2017;f;2017f;T;Moldova;Australia;0;0
40655;2017;f;2017f;T;Moldova;Austria;0;0
40656;2017;f;2017f;T;Moldova;Azerbaijan;10;0
40657;2017;f;2017f;T;Moldova;Belarus;1;0
40658;2017;f;2017f;T;Moldova;Belgium;2;0
40659;2017;f;2017f;T;Moldova;Bulgaria;8;0
40660;2017;f;2017f;T;Moldova;Croatia;0;0
40661;2017;f;2017f;T;Moldova;Cyprus;0;0
40662;2017;f;2017f;T;Moldova;Denmark;0;0
40663;2017;f;2017f;T;Moldova;France;5;0
40664;2017;f;2017f;T;Moldova;Germany;0;0
40665;2017;f;2017f;T;Moldova;Greece;7;0
40666;2017;f;2017f;T;Moldova;Hungary;0;0
40667;2017;f;2017f;T;Moldova;Israel;0;0
40668;2017;f;2017f;T;Moldova;Italy;4;0
40669;2017;f;2017f;T;Moldova;Moldova;0;1
40670;2017;f;2017f;T;Moldova;Norway;0;0
40671;2017;f;2017f;T;Moldova;Poland;0;0
40672;2017;f;2017f;T;Moldova;Portugal;6;0
40673;2017;f;2017f;T;Moldova;Romania;12;0
40674;2017;f;2017f;T;Moldova;Spain;0;0
40675;2017;f;2017f;T;Moldova;Sweden;3;0
40676;2017;f;2017f;T;Moldova;Netherlands;0;0
40677;2017;f;2017f;T;Moldova;Ukraine;0;0
40678;2017;f;2017f;T;Moldova;United Kingdom;0;0
40679;2017;f;2017f;T;Montenegro;Armenia;0;0
40680;2017;f;2017f;T;Montenegro;Australia;0;0
40681;2017;f;2017f;T;Montenegro;Austria;0;0
40682;2017;f;2017f;T;Montenegro;Azerbaijan;5;0
40683;2017;f;2017f;T;Montenegro;Belarus;0;0
40684;2017;f;2017f;T;Montenegro;Belgium;4;0
40685;2017;f;2017f;T;Montenegro;Bulgaria;6;0
40686;2017;f;2017f;T;Montenegro;Croatia;12;0
40687;2017;f;2017f;T;Montenegro;Cyprus;1;0
40688;2017;f;2017f;T;Montenegro;Denmark;0;0
40689;2017;f;2017f;T;Montenegro;France;2;0
40690;2017;f;2017f;T;Montenegro;Germany;0;0
40691;2017;f;2017f;T;Montenegro;Greece;0;0
40692;2017;f;2017f;T;Montenegro;Hungary;7;0
40693;2017;f;2017f;T;Montenegro;Israel;0;0
40694;2017;f;2017f;T;Montenegro;Italy;10;0
40695;2017;f;2017f;T;Montenegro;Moldova;3;0
40696;2017;f;2017f;T;Montenegro;Norway;0;0
40697;2017;f;2017f;T;Montenegro;Poland;0;0
40698;2017;f;2017f;T;Montenegro;Portugal;8;0
40699;2017;f;2017f;T;Montenegro;Romania;0;0
40700;2017;f;2017f;T;Montenegro;Spain;0;0
40701;2017;f;2017f;T;Montenegro;Sweden;0;0
40702;2017;f;2017f;T;Montenegro;Netherlands;0;0
40703;2017;f;2017f;T;Montenegro;Ukraine;0;0
40704;2017;f;2017f;T;Montenegro;United Kingdom;0;0
40705;2017;f;2017f;T;Norway;Armenia;0;0
40706;2017;f;2017f;T;Norway;Australia;0;0
40707;2017;f;2017f;T;Norway;Austria;0;0
40708;2017;f;2017f;T;Norway;Azerbaijan;0;0
40709;2017;f;2017f;T;Norway;Belarus;0;0
40710;2017;f;2017f;T;Norway;Belgium;7;0
40711;2017;f;2017f;T;Norway;Bulgaria;8;0
40712;2017;f;2017f;T;Norway;Croatia;1;0
40713;2017;f;2017f;T;Norway;Cyprus;0;0
40714;2017;f;2017f;T;Norway;Denmark;0;0
40715;2017;f;2017f;T;Norway;France;0;0
40716;2017;f;2017f;T;Norway;Germany;0;0
40717;2017;f;2017f;T;Norway;Greece;0;0
40718;2017;f;2017f;T;Norway;Hungary;4;0
40719;2017;f;2017f;T;Norway;Israel;0;0
40720;2017;f;2017f;T;Norway;Italy;2;0
40721;2017;f;2017f;T;Norway;Moldova;6;0
40722;2017;f;2017f;T;Norway;Norway;0;1
40723;2017;f;2017f;T;Norway;Poland;3;0
40724;2017;f;2017f;T;Norway;Portugal;12;0
40725;2017;f;2017f;T;Norway;Romania;10;0
40726;2017;f;2017f;T;Norway;Spain;0;0
40727;2017;f;2017f;T;Norway;Sweden;5;0
40728;2017;f;2017f;T;Norway;Netherlands;0;0
40729;2017;f;2017f;T;Norway;Ukraine;0;0
40730;2017;f;2017f;T;Norway;United Kingdom;0;0
40731;2017;f;2017f;T;Poland;Armenia;0;0
40732;2017;f;2017f;T;Poland;Australia;0;0
40733;2017;f;2017f;T;Poland;Austria;0;0
40734;2017;f;2017f;T;Poland;Azerbaijan;0;0
40735;2017;f;2017f;T;Poland;Belarus;4;0
40736;2017;f;2017f;T;Poland;Belgium;12;0
40737;2017;f;2017f;T;Poland;Bulgaria;8;0
40738;2017;f;2017f;T;Poland;Croatia;1;0
40739;2017;f;2017f;T;Poland;Cyprus;0;0
40740;2017;f;2017f;T;Poland;Denmark;0;0
40741;2017;f;2017f;T;Poland;France;0;0
40742;2017;f;2017f;T;Poland;Germany;0;0
40743;2017;f;2017f;T;Poland;Greece;0;0
40744;2017;f;2017f;T;Poland;Hungary;5;0
40745;2017;f;2017f;T;Poland;Israel;0;0
40746;2017;f;2017f;T;Poland;Italy;0;0
40747;2017;f;2017f;T;Poland;Moldova;6;0
40748;2017;f;2017f;T;Poland;Norway;0;0
40749;2017;f;2017f;T;Poland;Poland;0;1
40750;2017;f;2017f;T;Poland;Portugal;10;0
40751;2017;f;2017f;T;Poland;Romania;7;0
40752;2017;f;2017f;T;Poland;Spain;0;0
40753;2017;f;2017f;T;Poland;Sweden;3;0
40754;2017;f;2017f;T;Poland;Netherlands;0;0
40755;2017;f;2017f;T;Poland;Ukraine;2;0
40756;2017;f;2017f;T;Poland;United Kingdom;0;0
40757;2017;f;2017f;T;Portugal;Armenia;0;0
40758;2017;f;2017f;T;Portugal;Australia;0;0
